tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
gnl|WGS:JAKSZP|L0F63_002790-T1_mrna	L0F63_002790	565	1755	131	2876	156	304
gnl|WGS:JAKSZP|L0F63_002809-T1_mrna	L0F63_002809	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002818-T1_mrna	L0F63_002818	8	18	1	13	3	4
unassigned_transcript_1058	L0F63_002819	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002842-T1_mrna	L0F63_002842	3709	893	2213	3397	752	5639
unassigned_transcript_1059	L0F63_002894	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002906-T1_mrna	L0F63_002906	646	799	48	649	238	443
gnl|WGS:JAKSZP|L0F63_002918-T1_mrna	L0F63_002918	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002927-T1_mrna	L0F63_002927	137	252	11	336	35	74
gnl|WGS:JAKSZP|L0F63_002989-T1_mrna	L0F63_002989	705	1784	284	1583	456	669
gnl|WGS:JAKSZP|L0F63_002993-T1_mrna	L0F63_002993	56	696	25	249	27	62
gnl|WGS:JAKSZP|L0F63_003003-T1_mrna	L0F63_003003	1548	1461	224	1113	764	1435
gnl|WGS:JAKSZP|L0F63_003025-T1_mrna	L0F63_003025	3719	2804	652	2461	1754	3074
gnl|WGS:JAKSZP|L0F63_003040-T1_mrna	L0F63_003040	270	221	308	325	229	285
gnl|WGS:JAKSZP|L0F63_003054-T1_mrna	L0F63_003054	0	0	35	0	0	0
gnl|WGS:JAKSZP|L0F63_003055-T1_mrna	L0F63_003055	3648	13693	3623	7772	4028	3826
unassigned_transcript_1060	L0F63_003056	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003100-T1_mrna	L0F63_003100	9	119	1	220	337	0
gnl|WGS:JAKSZP|L0F63_003122-T1_mrna	L0F63_003122	1540	1314	1302	1295	1213	2112
gnl|WGS:JAKSZP|L0F63_003167-T1_mrna	L0F63_003167	73	159	58	291	16	29
gnl|WGS:JAKSZP|L0F63_003177-T1_mrna	L0F63_003177	860	1164	691	1541	783	1040
gnl|WGS:JAKSZP|L0F63_003216-T1_mrna	L0F63_003216	3062	1672	1433	2454	1947	4276
gnl|WGS:JAKSZP|L0F63_003221-T1_mrna	L0F63_003221	171	3123	385	6127	88	98
gnl|WGS:JAKSZP|L0F63_003229-T1_mrna	L0F63_003229	29	42	10	64	15	18
gnl|WGS:JAKSZP|L0F63_003230-T1_mrna	L0F63_003230	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003237-T1_mrna	L0F63_003237	189	397	81	418	113	207
unassigned_transcript_1061	L0F63_003245	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003246-T1_mrna	L0F63_003246	0	0	0	1	0	1
gnl|WGS:JAKSZP|L0F63_003247-T1_mrna	L0F63_003247	1410	1243	1324	1632	1117	1780
gnl|WGS:JAKSZP|L0F63_003248-T1_mrna	L0F63_003248	230	368	385	399	179	293
gnl|WGS:JAKSZP|L0F63_003272-T1_mrna	L0F63_003272	3737	7213	686	8085	1702	3065
gnl|WGS:JAKSZP|L0F63_003281-T1_mrna	L0F63_003281	1261	3003	239	3789	761	822
gnl|WGS:JAKSZP|L0F63_003291-T1_mrna	L0F63_003291	723	2512	459	2472	463	573
unassigned_transcript_1062	L0F63_003321	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003328-T1_mrna	L0F63_003328	204	234	63	149	73	230
gnl|WGS:JAKSZP|L0F63_003421-T1_mrna	L0F63_003421	93	209	17	195	19	36
gnl|WGS:JAKSZP|L0F63_003422-T1_mrna	L0F63_003422	76	200	17	157	15	52
gnl|WGS:JAKSZP|L0F63_003440-T1_mrna	L0F63_003440	477	199	262	191	440	548
gnl|WGS:JAKSZP|L0F63_003480-T1_mrna	L0F63_003480	1167	1424	400	1752	677	1142
gnl|WGS:JAKSZP|L0F63_003494-T1_mrna	L0F63_003494	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003495-T1_mrna	L0F63_003495	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003505-T1_mrna	L0F63_003505	516	874	401	838	537	585
gnl|WGS:JAKSZP|L0F63_003506-T1_mrna	L0F63_003506	72	292	12	151	2	0
unassigned_transcript_1063	L0F63_003527	0	0	0	0	0	0
unassigned_transcript_1064	L0F63_003538	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003546-T1_mrna	L0F63_003546	13	280	0	332	5	0
gnl|WGS:JAKSZP|L0F63_003555-T1_mrna	L0F63_003555	785	1911	184	2018	416	422
gnl|WGS:JAKSZP|L0F63_003569-T1_mrna	L0F63_003569	4015	5144	810	9179	2094	2856
gnl|WGS:JAKSZP|L0F63_003613-T1_mrna	L0F63_003613	553	1214	107	1319	222	435
unassigned_transcript_1065	L0F63_003643	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003654-T1_mrna	L0F63_003654	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003655-T1_mrna	L0F63_003655	197	792	21	980	50	142
gnl|WGS:JAKSZP|L0F63_003656-T1_mrna	L0F63_003656	592	1678	105	1945	283	325
gnl|WGS:JAKSZP|L0F63_003675-T1_mrna	L0F63_003675	142	1141	44	1173	108	102
gnl|WGS:JAKSZP|L0F63_003684-T1_mrna	L0F63_003684	4894	6357	3458	9081	2875	5644
gnl|WGS:JAKSZP|L0F63_003685-T1_mrna	L0F63_003685	2346	5084	845	5336	1239	2449
gnl|WGS:JAKSZP|L0F63_003725-T1_mrna	L0F63_003725	143	336	52	376	78	97
gnl|WGS:JAKSZP|L0F63_003747-T1_mrna	L0F63_003747	918	2553	306	2824	390	861
gnl|WGS:JAKSZP|L0F63_003759-T1_mrna	L0F63_003759	4	122	2	47	0	3
unassigned_transcript_1066	L0F63_003766	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003767-T1_mrna	L0F63_003767	2599	6215	305	8016	351	977
unassigned_transcript_1067	L0F63_003775	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003793-T1_mrna	L0F63_003793	155	595	27	641	87	153
unassigned_transcript_1068	L0F63_003802	0	0	0	0	0	0
unassigned_transcript_1069	L0F63_003810	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003811-T1_mrna	L0F63_003811	578	709	234	727	262	698
gnl|WGS:JAKSZP|L0F63_003818-T1_mrna	L0F63_003818	263	1423	93	1457	106	133
gnl|WGS:JAKSZP|L0F63_003819-T1_mrna	L0F63_003819	1613	5349	955	5116	1718	1701
gnl|WGS:JAKSZP|L0F63_003830-T1_mrna	L0F63_003830	342	979	148	1454	231	296
unassigned_transcript_1070	L0F63_003841	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003859-T1_mrna	L0F63_003859	582	921	41	1769	168	244
unassigned_transcript_1071	L0F63_003865	0	0	0	0	0	0
unassigned_transcript_1072	L0F63_003866	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003867-T1_mrna	L0F63_003867	1245	1560	470	1608	1071	1296
gnl|WGS:JAKSZP|L0F63_003903-T1_mrna	L0F63_003903	3268	2312	450	2345	1564	2561
gnl|WGS:JAKSZP|L0F63_003919-T1_mrna	L0F63_003919	182	449	20	642	47	95
gnl|WGS:JAKSZP|L0F63_003927-T1_mrna	L0F63_003927	130	195	89	192	114	219
unassigned_transcript_1073	L0F63_003971	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_003995-T1_mrna	L0F63_003995	1067	1708	445	2240	412	1065
gnl|WGS:JAKSZP|L0F63_003996-T1_mrna	L0F63_003996	723	1097	607	819	522	946
unassigned_transcript_1074	L0F63_004007	0	0	0	0	0	0
unassigned_transcript_1075	L0F63_004008	0	0	0	0	0	0
unassigned_transcript_1076	L0F63_004013	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004046-T1_mrna	L0F63_004046	45	89	1832	391	126	258
gnl|WGS:JAKSZP|L0F63_004056-T1_mrna	L0F63_004056	80	234	30	260	54	70
gnl|WGS:JAKSZP|L0F63_004064-T1_mrna	L0F63_004064	308	2681	40	3799	49	82
unassigned_transcript_1077	L0F63_004065	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004078-T1_mrna	L0F63_004078	1535	2844	1506	2699	1327	2078
gnl|WGS:JAKSZP|L0F63_004085-T1_mrna	L0F63_004085	3180	1528	23	173	149	731
unassigned_transcript_1078	L0F63_004094	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004100-T1_mrna	L0F63_004100	1240	1588	835	2731	541	797
gnl|WGS:JAKSZP|L0F63_004120-T1_mrna	L0F63_004120	618	596.865	455	580.909	345.951	755.892
gnl|WGS:JAKSZP|L0F63_004151-T1_mrna	L0F63_004151	1309	3956	477	5104	790	1174
unassigned_transcript_1079	L0F63_004161	0	0	0	0	0	0
unassigned_transcript_1080	L0F63_004162	0	0	0	0	0	0
unassigned_transcript_1081	L0F63_004163	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004189-T1_mrna	L0F63_004189	1	0	0	0	0	2
gnl|WGS:JAKSZP|L0F63_004194-T1_mrna	L0F63_004194	4260	12473	678	10901	982	2732
gnl|WGS:JAKSZP|L0F63_004212-T1_mrna	L0F63_004212	2949	4941	648	4228	2009	2101
gnl|WGS:JAKSZP|L0F63_004226-T1_mrna	L0F63_004226	996	2362	220	2151	679	676
gnl|WGS:JAKSZP|L0F63_004227-T1_mrna	L0F63_004227	47	41	11	48	14	43
gnl|WGS:JAKSZP|L0F63_004228-T1_mrna	L0F63_004228	321	366	108	406	146	366
gnl|WGS:JAKSZP|L0F63_004229-T1_mrna	L0F63_004229	68	82	30	78	33	60
unassigned_transcript_1082	L0F63_004253	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004282-T1_mrna	L0F63_004282	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004290-T1_mrna	L0F63_004290	250	1202	97	1624	35	238
unassigned_transcript_1083	L0F63_004302	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004303-T1_mrna	L0F63_004303	6	0	7	1	7	1
gnl|WGS:JAKSZP|L0F63_004313-T1_mrna	L0F63_004313	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004353-T1_mrna	L0F63_004353	404	830	97	773	130	290
unassigned_transcript_1084	L0F63_004387	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004391-T1_mrna	L0F63_004391	1992	1739	214	1209	609	1480
unassigned_transcript_1085	L0F63_004392	0	0	0	0	0	0
unassigned_transcript_1086	L0F63_004404	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004405-T1_mrna	L0F63_004405	319	781	162	678	174	281
gnl|WGS:JAKSZP|L0F63_004424-T1_mrna	L0F63_004424	52	144	6	154	20	31
gnl|WGS:JAKSZP|L0F63_004447-T1_mrna	L0F63_004447	30	77	10	72	15	18
gnl|WGS:JAKSZP|L0F63_004448-T1_mrna	L0F63_004448	14	28	3	30	10	7
gnl|WGS:JAKSZP|L0F63_004469-T1_mrna	L0F63_004469	33	65	12	73	21	23
gnl|WGS:JAKSZP|L0F63_004470-T1_mrna	L0F63_004470	631	765	216	818	444	519
gnl|WGS:JAKSZP|L0F63_004480-T1_mrna	L0F63_004480	533	7	289	10.001	199	643
unassigned_transcript_1087	L0F63_004504	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004505-T1_mrna	L0F63_004505	32	62	11	61	11	21
gnl|WGS:JAKSZP|L0F63_004547-T1_mrna	L0F63_004547	2480	3756	477	5956	1164	2224
gnl|WGS:JAKSZP|L0F63_004554-T1_mrna	L0F63_004554	471	543	214	473	188	432
gnl|WGS:JAKSZP|L0F63_004566-T1_mrna	L0F63_004566	7155	609	2777	1164	3086	7954
unassigned_transcript_1088	L0F63_004570	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004651-T1_mrna	L0F63_004651	2486	1981	812	1596	1971	2179
gnl|WGS:JAKSZP|L0F63_004665-T1_mrna	L0F63_004665	1479	1136	1149	934	1116	1652
unassigned_transcript_1089	L0F63_004666	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004686-T1_mrna	L0F63_004686	1314	1063	845	1218	555	1693
gnl|WGS:JAKSZP|L0F63_004693-T1_mrna	L0F63_004693	1850	4064	642	4295	953	1352
unassigned_transcript_1090	L0F63_004694	0	0	0	0	0	0
unassigned_transcript_1091	L0F63_004698	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004699-T1_mrna	L0F63_004699	203	390	115	294	167	237
gnl|WGS:JAKSZP|L0F63_004718-T1_mrna	L0F63_004718	309	1130	189	1157	224	330
unassigned_transcript_1092	L0F63_004768	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004778-T1_mrna	L0F63_004778	564	675	234	404	398	552
gnl|WGS:JAKSZP|L0F63_004789-T1_mrna	L0F63_004789	736	1	188	2	341	1021
unassigned_transcript_1093	L0F63_004814	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004818-T1_mrna	L0F63_004818	81	19	492	20	36	234
gnl|WGS:JAKSZP|L0F63_004832-T1_mrna	L0F63_004832	1269	2318	225	3385	383	706
unassigned_transcript_1094	L0F63_004865	0	0	0	0	0	0
unassigned_transcript_1095	L0F63_004877	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004880-T1_mrna	L0F63_004880	1418	3024	528	2848	1123	1131
gnl|WGS:JAKSZP|L0F63_004881-T1_mrna	L0F63_004881	151.682	866.118	64.087	473.541	121.957	143.665
unassigned_transcript_1096	L0F63_004886	0	0	0	0	0	0
unassigned_transcript_1097	L0F63_004907	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004920-T1_mrna	L0F63_004920	45	121	13	114	18	34
unassigned_transcript_1098	L0F63_004930	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004935-T1_mrna	L0F63_004935	1176	2449	181	2745	652	767
gnl|WGS:JAKSZP|L0F63_004946-T1_mrna	L0F63_004946	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_004969-T1_mrna	L0F63_004969	330	1543	243	1913	529	315
gnl|WGS:JAKSZP|L0F63_005012-T1_mrna	L0F63_005012	32	73	14	106	10	23
gnl|WGS:JAKSZP|L0F63_005032-T1_mrna	L0F63_005032	1096	1998	244	1969	659	957
gnl|WGS:JAKSZP|L0F63_005043-T1_mrna	L0F63_005043	146	282	73	355	86	120
gnl|WGS:JAKSZP|L0F63_005051-T1_mrna	L0F63_005051	1231	2277	453	1366	706	1399
gnl|WGS:JAKSZP|L0F63_005052-T1_mrna	L0F63_005052	108	177	38	137	73	101
gnl|WGS:JAKSZP|L0F63_005054-T1_mrna	L0F63_005054	17	7	12	24	60	27
unassigned_transcript_1099	L0F63_005072	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005127-T1_mrna	L0F63_005127	1482	2477	316	2218	824	1222
unassigned_transcript_1100	L0F63_005137	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005142-T1_mrna	L0F63_005142	1181	837	526	960	783	1471
gnl|WGS:JAKSZP|L0F63_005145-T1_mrna	L0F63_005145	523	1191	136	859	288	444
gnl|WGS:JAKSZP|L0F63_005159-T1_mrna	L0F63_005159	54	220	13	210	15	38
gnl|WGS:JAKSZP|L0F63_005169-T1_mrna	L0F63_005169	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005170-T1_mrna	L0F63_005170	45	159	8	154	27	31
gnl|WGS:JAKSZP|L0F63_005171-T1_mrna	L0F63_005171	6	28	0	29	5	7
gnl|WGS:JAKSZP|L0F63_005195-T1_mrna	L0F63_005195	2388	4895	681	3496	1173	1925
gnl|WGS:JAKSZP|L0F63_005196-T1_mrna	L0F63_005196	47	99	12	82	22	29
unassigned_transcript_1101	L0F63_005230	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005231-T1_mrna	L0F63_005231	1632	2296	941	2129	968	1361
gnl|WGS:JAKSZP|L0F63_005232-T1_mrna	L0F63_005232	31	148	13	222	15	18
gnl|WGS:JAKSZP|L0F63_005254-T1_mrna	L0F63_005254	2409	5005	2679	7978	1131	2576
gnl|WGS:JAKSZP|L0F63_005280-T1_mrna	L0F63_005280	51	37	170	9	12	33
gnl|WGS:JAKSZP|L0F63_005286-T1_mrna	L0F63_005286	840	1240	409	1367	500	1105
gnl|WGS:JAKSZP|L0F63_005329-T1_mrna	L0F63_005329	24	47	26	59	28	40
gnl|WGS:JAKSZP|L0F63_005330-T1_mrna	L0F63_005330	831	1453	842	1110	864	986
gnl|WGS:JAKSZP|L0F63_005357-T1_mrna	L0F63_005357	1617	2592	764	2794	1325	1365
gnl|WGS:JAKSZP|L0F63_005358-T1_mrna	L0F63_005358	16	28	5	29	10	9
gnl|WGS:JAKSZP|L0F63_005361-T1_mrna	L0F63_005361	0	0	0	0	0	0
unassigned_transcript_1102	L0F63_005362	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005378-T1_mrna	L0F63_005378	12	89	3	111	13	16
gnl|WGS:JAKSZP|L0F63_005402-T1_mrna	L0F63_005402	15	98	3	80	5	10
gnl|WGS:JAKSZP|L0F63_005403-T1_mrna	L0F63_005403	134	911	56	644	95	134
gnl|WGS:JAKSZP|L0F63_005413-T1_mrna	L0F63_005413	282	281	80	306	153	268
gnl|WGS:JAKSZP|L0F63_005418-T1_mrna	L0F63_005418	287	850	160	736	191	278
gnl|WGS:JAKSZP|L0F63_005434-T1_mrna	L0F63_005434	130	355	2	950	23	22
gnl|WGS:JAKSZP|L0F63_005438-T1_mrna	L0F63_005438	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005439-T1_mrna	L0F63_005439	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005449-T1_mrna	L0F63_005449	1768	1285	1197	1411	1553	2377
gnl|WGS:JAKSZP|L0F63_005481-T1_mrna	L0F63_005481	0	0	0	4	0	2
gnl|WGS:JAKSZP|L0F63_005506-T1_mrna	L0F63_005506	111	41	7	110	6	30
gnl|WGS:JAKSZP|L0F63_005517-T1_mrna	L0F63_005517	69	94	34	93	62	64
unassigned_transcript_1103	L0F63_005562	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005565-T1_mrna	L0F63_005565	1026	3794	126	5130	262	1182
gnl|WGS:JAKSZP|L0F63_005567-T1_mrna	L0F63_005567	9	46	6	49	10	14
gnl|WGS:JAKSZP|L0F63_005574-T1_mrna	L0F63_005574	1457	3782	418	3735	614	1040
gnl|WGS:JAKSZP|L0F63_005578-T1_mrna	L0F63_005578	1004	2513	173	3418	544	526
gnl|WGS:JAKSZP|L0F63_005623-T1_mrna	L0F63_005623	1976	6132	475	10670	1850	1153
gnl|WGS:JAKSZP|L0F63_005628-T1_mrna	L0F63_005628	1057	4291	205	5857	355	307
gnl|WGS:JAKSZP|L0F63_005636-T1_mrna	L0F63_005636	99	516	27	475	18	47
unassigned_transcript_1104	L0F63_005639	0	0	0	0	0	0
unassigned_transcript_1105	L0F63_005642	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005653-T1_mrna	L0F63_005653	2	14	1	59	33	2
gnl|WGS:JAKSZP|L0F63_005659-T1_mrna	L0F63_005659	163	17	80	153	73	196
gnl|WGS:JAKSZP|L0F63_005674-T1_mrna	L0F63_005674	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005679-T1_mrna	L0F63_005679	2614	3295	959	2851	1701	1814
gnl|WGS:JAKSZP|L0F63_005686-T1_mrna	L0F63_005686	1420	1630	563	1582	890	1028
gnl|WGS:JAKSZP|L0F63_005700-T1_mrna	L0F63_005700	323	787	111	611	275	263
gnl|WGS:JAKSZP|L0F63_005707-T1_mrna	L0F63_005707	1635	7451	734	9659	902	961
gnl|WGS:JAKSZP|L0F63_005711-T1_mrna	L0F63_005711	151	194	72	241	59	71
gnl|WGS:JAKSZP|L0F63_005719-T1_mrna	L0F63_005719	8561	22743	11834	16806	8376	8079
gnl|WGS:JAKSZP|L0F63_005793-T1_mrna	L0F63_005793	4	3	20	4	39	3
unassigned_transcript_1106	L0F63_005817	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005837-T1_mrna	L0F63_005837	2692	2791	1838	3310	3060	2946
unassigned_transcript_1107	L0F63_005882	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005889-T1_mrna	L0F63_005889	790	1551	327	1738	642	985
unassigned_transcript_1108	L0F63_005907	0	0	0	0.5	0	0
gnl|WGS:JAKSZP|L0F63_005913-T1_mrna	L0F63_005913	1053	3339	352	2628	428	798
gnl|WGS:JAKSZP|L0F63_005919-T1_mrna	L0F63_005919	1878	4372	438	4490	1095	1380
gnl|WGS:JAKSZP|L0F63_005920-T1_mrna	L0F63_005920	1064	2406	193	2670	680	815
gnl|WGS:JAKSZP|L0F63_005928-T1_mrna	L0F63_005928	1301	2027	583	1890	1758	1342
gnl|WGS:JAKSZP|L0F63_005959-T1_mrna	L0F63_005959	16	1	130	3	32	28
gnl|WGS:JAKSZP|L0F63_006013-T1_mrna	L0F63_006013	314	887	122	772	128	362
gnl|WGS:JAKSZP|L0F63_006021-T1_mrna	L0F63_006021	196	716	20	458	110	119
gnl|WGS:JAKSZP|L0F63_006031-T1_mrna	L0F63_006031	198	783	14	1276	40	74
gnl|WGS:JAKSZP|L0F63_006040-T1_mrna	L0F63_006040	456.001	22.939	16.598	9.844	87.785	10.87
gnl|WGS:JAKSZP|L0F63_006122-T1_mrna	L0F63_006122	1654	3071	533	2702	2104	1363
gnl|WGS:JAKSZP|L0F63_006128-T1_mrna	L0F63_006128	456	685	204	794	395	473
gnl|WGS:JAKSZP|L0F63_006129-T1_mrna	L0F63_006129	359	419	230	459	270	369
gnl|WGS:JAKSZP|L0F63_006141-T1_mrna	L0F63_006141	1262	2769	638	2493	1130	1255
gnl|WGS:JAKSZP|L0F63_006153-T1_mrna	L0F63_006153	2457	1747	778	3380	1005	1982
gnl|WGS:JAKSZP|L0F63_006166-T1_mrna	L0F63_006166	559	1595	92	1740	235	312
gnl|WGS:JAKSZP|L0F63_006221-T1_mrna	L0F63_006221	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006301-T1_mrna	L0F63_006301	243	709	107	913	154	172
gnl|WGS:JAKSZP|L0F63_006313-T1_mrna	L0F63_006313	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006314-T1_mrna	L0F63_006314	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006318-T1_mrna	L0F63_006318	27	61	16	55	24	30
gnl|WGS:JAKSZP|L0F63_006335-T1_mrna	L0F63_006335	1220	1765	671	1733	915	1226
gnl|WGS:JAKSZP|L0F63_006336-T1_mrna	L0F63_006336	2830	9223	850	10457	1418	1908
gnl|WGS:JAKSZP|L0F63_006340-T1_mrna	L0F63_006340	116	389	17	391	64	78
gnl|WGS:JAKSZP|L0F63_006344-T1_mrna	L0F63_006344	517	1112	107	842	249	330
gnl|WGS:JAKSZP|L0F63_006352-T1_mrna	L0F63_006352	894	1396	128	1707	274	611
gnl|WGS:JAKSZP|L0F63_006353-T1_mrna	L0F63_006353	705	769	183	421	617	468
unassigned_transcript_1109	L0F63_006366	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006376-T1_mrna	L0F63_006376	13	4	57	2	13	84
gnl|WGS:JAKSZP|L0F63_006385-T1_mrna	L0F63_006385	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006405-T1_mrna	L0F63_006405	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006406-T1_mrna	L0F63_006406	17	53	19	55	8	14
unassigned_transcript_1110	L0F63_006426	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006445-T1_mrna	L0F63_006445	1339	2017	675	2719	680	1079
gnl|WGS:JAKSZP|L0F63_006470-T1_mrna	L0F63_006470	3001	1741	966	2319	1769	2191
unassigned_transcript_1111	L0F63_006552	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006553-T1_mrna	L0F63_006553	98	6	114	71	21	42
unassigned_transcript_1112	L0F63_006569	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006595-T1_mrna	L0F63_006595	51	11	33	15	50	61
gnl|WGS:JAKSZP|L0F63_006628-T1_mrna	L0F63_006628	1090	2366	175	3271	660	996
gnl|WGS:JAKSZP|L0F63_006647-T1_mrna	L0F63_006647	370	757	80	1063	138	267
gnl|WGS:JAKSZP|L0F63_006698-T1_mrna	L0F63_006698	286	777	97	906	168	184
gnl|WGS:JAKSZP|L0F63_006705-T1_mrna	L0F63_006705	37	95	22	109	45	54
gnl|WGS:JAKSZP|L0F63_006734-T1_mrna	L0F63_006734	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006740-T1_mrna	L0F63_006740	1289	2105	233	2646	650	830
gnl|WGS:JAKSZP|L0F63_006745-T1_mrna	L0F63_006745	1	1	0	1	0	2
gnl|WGS:JAKSZP|L0F63_006752-T1_mrna	L0F63_006752	39	101	4	80	9	15
gnl|WGS:JAKSZP|L0F63_006757-T1_mrna	L0F63_006757	1432	852	291	551	445	867
gnl|WGS:JAKSZP|L0F63_006765-T1_mrna	L0F63_006765	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006766-T1_mrna	L0F63_006766	0	0	0	0	0	0
unassigned_transcript_1113	L0F63_006777	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006784-T1_mrna	L0F63_006784	15972	254335	26	330096	90	140
gnl|WGS:JAKSZP|L0F63_006791-T1_mrna	L0F63_006791	14233	8	9105	28	15229	19871
gnl|WGS:JAKSZP|L0F63_006798-T1_mrna	L0F63_006798	21	33	7	27	8	15
gnl|WGS:JAKSZP|L0F63_006799-T1_mrna	L0F63_006799	334	520	236	484	235	363
gnl|WGS:JAKSZP|L0F63_006830-T1_mrna	L0F63_006830	189	505	61	641	103	190
gnl|WGS:JAKSZP|L0F63_006877-T1_mrna	L0F63_006877	0	27	7	44	2	2
gnl|WGS:JAKSZP|L0F63_006948-T1_mrna	L0F63_006948	843	1634	153	1463	362	598
gnl|WGS:JAKSZP|L0F63_006970-T1_mrna	L0F63_006970	257	752	159	1131	175	166
gnl|WGS:JAKSZP|L0F63_006982-T1_mrna	L0F63_006982	6806	7397	2588	6013	6228	6923
gnl|WGS:JAKSZP|L0F63_006993-T1_mrna	L0F63_006993	17	124	3	118	8	20
gnl|WGS:JAKSZP|L0F63_006999-T1_mrna	L0F63_006999	0	0	0	1	1	0
gnl|WGS:JAKSZP|L0F63_007051-T1_mrna	L0F63_007051	676	2267	160	2563	630	538
gnl|WGS:JAKSZP|L0F63_007055-T1_mrna	L0F63_007055	228	701	48	1121	125	144
unassigned_transcript_1114	L0F63_007095	0	0	0	0	0	0
unassigned_transcript_1115	L0F63_007108	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007151-T1_mrna	L0F63_007151	0	0	0	0	0	0
unassigned_transcript_1116	L0F63_007156	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007166-T1_mrna	L0F63_007166	668	816	124	787	287	594
gnl|WGS:JAKSZP|L0F63_007206-T1_mrna	L0F63_007206	40	155	13	172	22	30
gnl|WGS:JAKSZP|L0F63_007209-T1_mrna	L0F63_007209	0	0	0	0	1	0
gnl|WGS:JAKSZP|L0F63_007258-T1_mrna	L0F63_007258	186	229	216	323	177	255
unassigned_transcript_1117	L0F63_007273	0	0	0	0	0	0
