tx	gene_id	MCIC_FC_2024_111	MCIC_FD_2024_105	MCIC_FD_2024_204	MCIC_MD_2024_109	MCIC_MD_2024_113	MCIC_MD_2024_116
unassigned_transcript_1486	L0F63_005203	0	0	0	0	0	0
unassigned_transcript_1487	L0F63_005210	0	0	0	0	0	0
unassigned_transcript_1488	L0F63_005235	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005244-T1_mrna	L0F63_005244	433	1446	178	1057	291	487
gnl|WGS:JAKSZP|L0F63_005245-T1_mrna	L0F63_005245	268	623	126	679	294	243
gnl|WGS:JAKSZP|L0F63_005255-T1_mrna	L0F63_005255	1568	6233	103	5827	240	595
gnl|WGS:JAKSZP|L0F63_005264-T1_mrna	L0F63_005264	2063	9533	239	13240	776	969
gnl|WGS:JAKSZP|L0F63_005295-T1_mrna	L0F63_005295	4217	5122	5059	8287	2300	4027
unassigned_transcript_1489	L0F63_005299	0	0	0	0	0	0
unassigned_transcript_1490	L0F63_005312	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005319-T1_mrna	L0F63_005319	147	3	338	21	4	36
gnl|WGS:JAKSZP|L0F63_005332-T1_mrna	L0F63_005332	0	4	0	4	2	0
unassigned_transcript_1491	L0F63_005349	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005359-T1_mrna	L0F63_005359	16	23	21	113	211.788	2
gnl|WGS:JAKSZP|L0F63_005363-T1_mrna	L0F63_005363	670	2286	193	2137	311	422
gnl|WGS:JAKSZP|L0F63_005383-T1_mrna	L0F63_005383	1119	2673	348	2877	777	923
unassigned_transcript_1492	L0F63_005384	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005389-T1_mrna	L0F63_005389	717	991	314	824	354	790
gnl|WGS:JAKSZP|L0F63_005407-T1_mrna	L0F63_005407	53	58	49	57	28.168	46
gnl|WGS:JAKSZP|L0F63_005414-T1_mrna	L0F63_005414	1188	2562	484	2511	640	923
gnl|WGS:JAKSZP|L0F63_005457-T1_mrna	L0F63_005457	4282	6154	940	8548	2807	2902
gnl|WGS:JAKSZP|L0F63_005489-T1_mrna	L0F63_005489	326	406	30	644	96	160
gnl|WGS:JAKSZP|L0F63_005490-T1_mrna	L0F63_005490	0	0	0	0	0	0
unassigned_transcript_1493	L0F63_005496	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005512-T1_mrna	L0F63_005512	11.356	242.003	0	144.502	21.599	0
gnl|WGS:JAKSZP|L0F63_005534-T1_mrna	L0F63_005534	527	992	213	1050	424	567
gnl|WGS:JAKSZP|L0F63_005536-T1_mrna	L0F63_005536	712	1993	68	2234	334	492
unassigned_transcript_1494	L0F63_005543	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005569-T1_mrna	L0F63_005569	0	1	0	2	0	0
gnl|WGS:JAKSZP|L0F63_005579-T1_mrna	L0F63_005579	961	2329	132	2551	332	509
gnl|WGS:JAKSZP|L0F63_005580-T1_mrna	L0F63_005580	22	38	4	81	8	10
gnl|WGS:JAKSZP|L0F63_005589-T1_mrna	L0F63_005589	1539	1844	727	1502	1364	1377
unassigned_transcript_1495	L0F63_005590	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005629-T1_mrna	L0F63_005629	490.74	699.167	111.684	588.083	315.343	438.418
gnl|WGS:JAKSZP|L0F63_005655-T1_mrna	L0F63_005655	229	735	76	739	80	180
gnl|WGS:JAKSZP|L0F63_005657-T1_mrna	L0F63_005657	6	123	0	69	1	0
unassigned_transcript_1496	L0F63_005705	0	0	0	0	0	0
unassigned_transcript_1497	L0F63_005708	0	0	0	0	0	0
unassigned_transcript_1498	L0F63_005730	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005731-T1_mrna	L0F63_005731	805	1684	474	1801	430	928
unassigned_transcript_1499	L0F63_005753	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005762-T1_mrna	L0F63_005762	22	95	3	117	6	10
gnl|WGS:JAKSZP|L0F63_005767-T1_mrna	L0F63_005767	628	11348	1288	4452	290	1228
gnl|WGS:JAKSZP|L0F63_005794-T1_mrna	L0F63_005794	29449.685	8614.386	13262.75	28483.395	16524.39	28104.289
gnl|WGS:JAKSZP|L0F63_005813-T1_mrna	L0F63_005813	1135	1916	492	1692	656	1219
unassigned_transcript_1500	L0F63_005814	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_005839-T1_mrna	L0F63_005839	713	624	495	775	510	1039
gnl|WGS:JAKSZP|L0F63_005855-T1_mrna	L0F63_005855	34	569	2	137	3	20
gnl|WGS:JAKSZP|L0F63_005856-T1_mrna	L0F63_005856	400	7298	49	2174	154	216
gnl|WGS:JAKSZP|L0F63_005861-T1_mrna	L0F63_005861	123	191	116	345	60	114
gnl|WGS:JAKSZP|L0F63_005869-T1_mrna	L0F63_005869	3485	2721	4303	2246	3083	4217
gnl|WGS:JAKSZP|L0F63_005875-T1_mrna	L0F63_005875	1119	1377	241	1434	616	962
gnl|WGS:JAKSZP|L0F63_005901-T1_mrna	L0F63_005901	764	1321	275	1240	279	646
gnl|WGS:JAKSZP|L0F63_005930-T1_mrna	L0F63_005930	100	72	11	4	5	144
gnl|WGS:JAKSZP|L0F63_005936-T1_mrna	L0F63_005936	177	350	26	444	28	87
gnl|WGS:JAKSZP|L0F63_005956-T1_mrna	L0F63_005956	7935	14620	2229	22653	5815	6267
gnl|WGS:JAKSZP|L0F63_005976-T1_mrna	L0F63_005976	209	383	45	497	120	158
gnl|WGS:JAKSZP|L0F63_005993-T1_mrna	L0F63_005993	12396	8674	4508	7932	8257	12156
unassigned_transcript_1501	L0F63_006003	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006014-T1_mrna	L0F63_006014	2090	7073	508	8581	1572	1707
gnl|WGS:JAKSZP|L0F63_006043-T1_mrna	L0F63_006043	1031	2272	1632	1693	830	1335
unassigned_transcript_1502	L0F63_006050	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006054-T1_mrna	L0F63_006054	1591	211	1131	70	987	1555
gnl|WGS:JAKSZP|L0F63_006067-T1_mrna	L0F63_006067	1094	32428	141	57121	443	538
unassigned_transcript_1503	L0F63_006083	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006137-T1_mrna	L0F63_006137	291	498	154	622	61	263
gnl|WGS:JAKSZP|L0F63_006177-T1_mrna	L0F63_006177	854	1611	293	1512	604	779
gnl|WGS:JAKSZP|L0F63_006186-T1_mrna	L0F63_006186	2	13	11	25	1	0
gnl|WGS:JAKSZP|L0F63_006188-T1_mrna	L0F63_006188	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006222-T1_mrna	L0F63_006222	6743.414	7800.233	2710.787	6859.603	2837.781	5751.722
gnl|WGS:JAKSZP|L0F63_006234-T1_mrna	L0F63_006234	8	30	0	23	3	4
gnl|WGS:JAKSZP|L0F63_006240-T1_mrna	L0F63_006240	13.646	0	10.281	0	182	8.369
gnl|WGS:JAKSZP|L0F63_006279-T1_mrna	L0F63_006279	4	5	4	20	18	8
gnl|WGS:JAKSZP|L0F63_006285-T1_mrna	L0F63_006285	4647	5996	783	9986	2980	3551
unassigned_transcript_1504	L0F63_006307	0	0	0	0	0	0
unassigned_transcript_1505	L0F63_006324	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006325-T1_mrna	L0F63_006325	67.721	59.302	54.429	122.688	61.278	42.155
gnl|WGS:JAKSZP|L0F63_006337-T1_mrna	L0F63_006337	93	154	34	130	47	57
unassigned_transcript_1506	L0F63_006388	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006412-T1_mrna	L0F63_006412	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006423-T1_mrna	L0F63_006423	54	72	13	61	13	57
gnl|WGS:JAKSZP|L0F63_006434-T1_mrna	L0F63_006434	56	156	20	192	13	18
unassigned_transcript_1507	L0F63_006444	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006446-T1_mrna	L0F63_006446	611	2346	75	1742	293	199
unassigned_transcript_1508	L0F63_006447	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006453-T1_mrna	L0F63_006453	0	3	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006454-T1_mrna	L0F63_006454	16	6919	2	2620	17	1
gnl|WGS:JAKSZP|L0F63_006469-T1_mrna	L0F63_006469	249	64	59	91	102	272
gnl|WGS:JAKSZP|L0F63_006488-T1_mrna	L0F63_006488	1091	1272	121	1653	266	479
gnl|WGS:JAKSZP|L0F63_006516-T1_mrna	L0F63_006516	3492.965	1431.398	2587.637	1239.507	3565.624	4298.385
gnl|WGS:JAKSZP|L0F63_006521-T1_mrna	L0F63_006521	102	105	13	138	37	78
gnl|WGS:JAKSZP|L0F63_006522-T1_mrna	L0F63_006522	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006530-T1_mrna	L0F63_006530	1224	3087	507	2457	571	962
gnl|WGS:JAKSZP|L0F63_006585-T1_mrna	L0F63_006585	149	174	11	118	66	22
gnl|WGS:JAKSZP|L0F63_006617-T1_mrna	L0F63_006617	68	606	11	823	12	26
gnl|WGS:JAKSZP|L0F63_006621-T1_mrna	L0F63_006621	87	159	17	180	36	101
gnl|WGS:JAKSZP|L0F63_006629-T1_mrna	L0F63_006629	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006655-T1_mrna	L0F63_006655	0	0	0	1	0	0
gnl|WGS:JAKSZP|L0F63_006687-T1_mrna	L0F63_006687	204	737	102	783	119	358
gnl|WGS:JAKSZP|L0F63_006689-T1_mrna	L0F63_006689	365	1098	284	1150	506	411
gnl|WGS:JAKSZP|L0F63_006706-T1_mrna	L0F63_006706	1668.202	3401.212	935.539	3268.261	1305.728	1725.637
gnl|WGS:JAKSZP|L0F63_006748-T1_mrna	L0F63_006748	3197	18212	1107	12620	1587	1680
unassigned_transcript_1509	L0F63_006769	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006779-T1_mrna	L0F63_006779	177	116	169	158	86	204
gnl|WGS:JAKSZP|L0F63_006785-T1_mrna	L0F63_006785	632	739	69	609	237	352
gnl|WGS:JAKSZP|L0F63_006790-T1_mrna	L0F63_006790	828	1615	85	1411	376	492
gnl|WGS:JAKSZP|L0F63_006792-T1_mrna	L0F63_006792	301	679	85	755	134	258
gnl|WGS:JAKSZP|L0F63_006801-T1_mrna	L0F63_006801	1224	1186	334	1361	1266	1144
unassigned_transcript_1510	L0F63_006811	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006818-T1_mrna	L0F63_006818	4	4	0	14	1	1
gnl|WGS:JAKSZP|L0F63_006851-T1_mrna	L0F63_006851	579	1222	18	1548	219	429
unassigned_transcript_1511	L0F63_006855	0	0	0	0	0	0
unassigned_transcript_1512	L0F63_006861	0	0	0	0	0	0
unassigned_transcript_1513	L0F63_006867	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_006886-T1_mrna	L0F63_006886	833.216	2663.293	410.098	2673.647	585.278	761.776
gnl|WGS:JAKSZP|L0F63_006932-T1_mrna	L0F63_006932	4250	1787	1018	1816	1431	3357
gnl|WGS:JAKSZP|L0F63_006933-T1_mrna	L0F63_006933	2542	1077	477	1153	946	2087
gnl|WGS:JAKSZP|L0F63_006984-T1_mrna	L0F63_006984	32	58	18	34	28	57
gnl|WGS:JAKSZP|L0F63_007007-T1_mrna	L0F63_007007	2665	8473	735	6553	921	1669
unassigned_transcript_1514	L0F63_007008	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007024-T1_mrna	L0F63_007024	0	1	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007034-T1_mrna	L0F63_007034	5	0	0	0	0	3
gnl|WGS:JAKSZP|L0F63_007040-T1_mrna	L0F63_007040	68	251	13	318	28	50
unassigned_transcript_1515	L0F63_007043	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007059-T1_mrna	L0F63_007059	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007068-T1_mrna	L0F63_007068	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007077-T1_mrna	L0F63_007077	16	33	5	29	11	14
gnl|WGS:JAKSZP|L0F63_007078-T1_mrna	L0F63_007078	3188	6640	1480	5248	1399	2898
unassigned_transcript_1516	L0F63_007097	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007134-T1_mrna	L0F63_007134	0	0	0	0	0	0
unassigned_transcript_1517	L0F63_007169	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007196-T1_mrna	L0F63_007196	3.607	0	3.579	0	0	0
unassigned_transcript_1518	L0F63_007249	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007255-T1_mrna	L0F63_007255	1910	4925	580	3067	1047	1618
gnl|WGS:JAKSZP|L0F63_007297-T1_mrna	L0F63_007297	473	849	126	918	282	458
gnl|WGS:JAKSZP|L0F63_007298-T1_mrna	L0F63_007298	945	1628	312	1592	576	870
gnl|WGS:JAKSZP|L0F63_007325-T1_mrna	L0F63_007325	5372	6957	544	8761	4129	4340
gnl|WGS:JAKSZP|L0F63_007334-T1_mrna	L0F63_007334	0	0	0	0	0	0
unassigned_transcript_1519	L0F63_007349	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007350-T1_mrna	L0F63_007350	39	163	18	146	23	31
gnl|WGS:JAKSZP|L0F63_007371-T1_mrna	L0F63_007371	369	4489	204	3638	498	327
gnl|WGS:JAKSZP|L0F63_007388-T1_mrna	L0F63_007388	233	583	67	532	90	229
unassigned_transcript_1520	L0F63_007392	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007399-T1_mrna	L0F63_007399	180	1100	22	1442	36	81
gnl|WGS:JAKSZP|L0F63_007400-T1_mrna	L0F63_007400	305	1094	20	1702	54	112
gnl|WGS:JAKSZP|L0F63_007421-T1_mrna	L0F63_007421	0	1	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007422-T1_mrna	L0F63_007422	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007423-T1_mrna	L0F63_007423	15.34	40.276	4.291	40.064	12.294	8.283
gnl|WGS:JAKSZP|L0F63_007429-T1_mrna	L0F63_007429	32	96	3	131	8	20
gnl|WGS:JAKSZP|L0F63_007430-T1_mrna	L0F63_007430	869	4335	268	4363	338	724
gnl|WGS:JAKSZP|L0F63_007445-T1_mrna	L0F63_007445	0	0	0	0	0	0
unassigned_transcript_1521	L0F63_007452	0	0	0	0	0	0
unassigned_transcript_1522	L0F63_007463	0	0	0	0	0	0
unassigned_transcript_1523	L0F63_007464	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_007473-T1_mrna	L0F63_007473	6339	12260	1626	14880	4190	4933
gnl|WGS:JAKSZP|L0F63_007500-T1_mrna	L0F63_007500	13	26	5	20	1	10
gnl|WGS:JAKSZP|L0F63_007501-T1_mrna	L0F63_007501	24	40	3	40	8	22
unassigned_transcript_1524	L0F63_007515	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000036-T1_mrna	L0F63_000036	760	2650	199	2890	529	555
gnl|WGS:JAKSZP|L0F63_000037-T1_mrna	L0F63_000037	555	3060	136	3133	352	448
gnl|WGS:JAKSZP|L0F63_000069-T1_mrna	L0F63_000069	22668	3995	13169	10090	13035	27633
unassigned_transcript_1525	L0F63_000070	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000071-T1_mrna	L0F63_000071	21	27	14	14	4	12
unassigned_transcript_1526	L0F63_000072	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000105-T1_mrna	L0F63_000105	6766	1813	3097	1904	4542	7900
gnl|WGS:JAKSZP|L0F63_000137-T1_mrna	L0F63_000137	67	254	28	155	29	65
unassigned_transcript_1527	L0F63_000138	0	0	0	0	0	0
unassigned_transcript_1528	L0F63_000168	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000169-T1_mrna	L0F63_000169	410	50	202	199	283	470
unassigned_transcript_1529	L0F63_000170	0	0	0	0	0	0
unassigned_transcript_1530	L0F63_000200	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000234-T1_mrna	L0F63_000234	1437	5128	463	3863	702	1342
unassigned_transcript_1531	L0F63_000254	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000255-T1_mrna	L0F63_000255	49	159	6	147	13	32
gnl|WGS:JAKSZP|L0F63_000256-T1_mrna	L0F63_000256	1335	3603	218	3587	600	753
unassigned_transcript_1532	L0F63_000257	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000290-T1_mrna	L0F63_000290	1084	5494	201	5841	290	411
gnl|WGS:JAKSZP|L0F63_000314-T1_mrna	L0F63_000314	0	0	0	0	0	0
unassigned_transcript_1533	L0F63_000341	0	0	0	0	0	0
unassigned_transcript_1534	L0F63_000342	0	0	0	0	0	0
unassigned_transcript_1535	L0F63_000343	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000438-T1_mrna	L0F63_000438	447	529	200	636	328	523
unassigned_transcript_1536	L0F63_000462	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000463-T1_mrna	L0F63_000463	3348	3805	645	3727	2279	2739
unassigned_transcript_1537	L0F63_000464	0	0	0	0	0	0
unassigned_transcript_1538	L0F63_000465	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000486-T1_mrna	L0F63_000486	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000541-T1_mrna	L0F63_000541	1670	2312	798	2389	880	1499
gnl|WGS:JAKSZP|L0F63_000542-T1_mrna	L0F63_000542	830	1306	421	1344	579	870
gnl|WGS:JAKSZP|L0F63_000583-T1_mrna	L0F63_000583	4015	9170	1208	9295	2582	3900
gnl|WGS:JAKSZP|L0F63_000599-T1_mrna	L0F63_000599	12	49	4	65	8	10
unassigned_transcript_1539	L0F63_000626	0	0	0	0	0	0
unassigned_transcript_1540	L0F63_000627	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000628-T1_mrna	L0F63_000628	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000671-T1_mrna	L0F63_000671	4	52	0	54	0	0
gnl|WGS:JAKSZP|L0F63_000727-T1_mrna	L0F63_000727	415	4487	139	4409	248	402
gnl|WGS:JAKSZP|L0F63_000728-T1_mrna	L0F63_000728	4	0	0	0	0	1
unassigned_transcript_1541	L0F63_000761	0	0	0	0	0	0
unassigned_transcript_1542	L0F63_000779	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000780-T1_mrna	L0F63_000780	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000806-T1_mrna	L0F63_000806	386	1099	189	814	185	331
unassigned_transcript_1543	L0F63_000807	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000808-T1_mrna	L0F63_000808	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000905-T1_mrna	L0F63_000905	7971	30103	1123	20210	327	2492
gnl|WGS:JAKSZP|L0F63_000906-T1_mrna	L0F63_000906	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000927-T1_mrna	L0F63_000927	269	736	37	601	158	144
gnl|WGS:JAKSZP|L0F63_000949-T1_mrna	L0F63_000949	3	4	0	2	0	5
gnl|WGS:JAKSZP|L0F63_000950-T1_mrna	L0F63_000950	2546	2812	828	2391	1075	2441
unassigned_transcript_1544	L0F63_000951	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_000963-T1_mrna	L0F63_000963	24	21	2	17	3	6
unassigned_transcript_1545	L0F63_000964	0	0	0	0	0	0
unassigned_transcript_1546	L0F63_000993	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001029-T1_mrna	L0F63_001029	2409	6209	825	4659	1026	1571
gnl|WGS:JAKSZP|L0F63_001030-T1_mrna	L0F63_001030	583	529	317	502	526	669
gnl|WGS:JAKSZP|L0F63_001031-T1_mrna	L0F63_001031	150	306	121	214	142	190
unassigned_transcript_1547	L0F63_001052	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001053-T1_mrna	L0F63_001053	1278	378	2522	947	292	3624
gnl|WGS:JAKSZP|L0F63_001066-T1_mrna	L0F63_001066	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001083-T1_mrna	L0F63_001083	532	1591	130	2250	140	456
gnl|WGS:JAKSZP|L0F63_001099-T1_mrna	L0F63_001099	340	838	347	1216	430	390
gnl|WGS:JAKSZP|L0F63_001118-T1_mrna	L0F63_001118	1788	3854	464	2289	1549	1803
gnl|WGS:JAKSZP|L0F63_001119-T1_mrna	L0F63_001119	27	83	11	70	34	27
gnl|WGS:JAKSZP|L0F63_001120-T1_mrna	L0F63_001120	574	1171	142	1135	394	468
gnl|WGS:JAKSZP|L0F63_001139-T1_mrna	L0F63_001139	0	0	0	1	0	0
unassigned_transcript_1548	L0F63_001202	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001203-T1_mrna	L0F63_001203	6921	3329	4616	1593	2678	5442
gnl|WGS:JAKSZP|L0F63_001219-T1_mrna	L0F63_001219	727	1110	402	1117	539	710
unassigned_transcript_1549	L0F63_001220	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001221-T1_mrna	L0F63_001221	128	264	56	253	58	139
gnl|WGS:JAKSZP|L0F63_001250-T1_mrna	L0F63_001250	257	670	98	636	117	264
unassigned_transcript_1550	L0F63_001251	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001252-T1_mrna	L0F63_001252	39	47	17	89	21	45
gnl|WGS:JAKSZP|L0F63_001253-T1_mrna	L0F63_001253	1318	1738	454	2196	217	755
gnl|WGS:JAKSZP|L0F63_001274-T1_mrna	L0F63_001274	395	1011	116	1258	206	362
gnl|WGS:JAKSZP|L0F63_001275-T1_mrna	L0F63_001275	37	99	25	116	20	42
unassigned_transcript_1551	L0F63_001276	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001293-T1_mrna	L0F63_001293	345	2056	158	1837	228	303
gnl|WGS:JAKSZP|L0F63_001294-T1_mrna	L0F63_001294	184	450	91	372	127	191
gnl|WGS:JAKSZP|L0F63_001295-T1_mrna	L0F63_001295	64	116	29	123	55	52
gnl|WGS:JAKSZP|L0F63_001317-T1_mrna	L0F63_001317	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001318-T1_mrna	L0F63_001318	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001319-T1_mrna	L0F63_001319	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001320-T1_mrna	L0F63_001320	955	2694	113	3378	555	546
gnl|WGS:JAKSZP|L0F63_001321-T1_mrna	L0F63_001321	1954	4909	248	4898	1074	1371
gnl|WGS:JAKSZP|L0F63_001322-T1_mrna	L0F63_001322	839	446	403	660	591	856
gnl|WGS:JAKSZP|L0F63_001335-T1_mrna	L0F63_001335	155	347	36	222	60	122
gnl|WGS:JAKSZP|L0F63_001336-T1_mrna	L0F63_001336	424	935	140	2537	430	350
gnl|WGS:JAKSZP|L0F63_001366-T1_mrna	L0F63_001366	432376	104	175438	180	287493	444898
unassigned_transcript_1552	L0F63_001382	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001412-T1_mrna	L0F63_001412	273	870	42	663	113	175
gnl|WGS:JAKSZP|L0F63_001424-T1_mrna	L0F63_001424	2	61	7	99	7	4
gnl|WGS:JAKSZP|L0F63_001439-T1_mrna	L0F63_001439	928	1125	1164	1750	1262	976
gnl|WGS:JAKSZP|L0F63_001440-T1_mrna	L0F63_001440	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001470-T1_mrna	L0F63_001470	206	870	77	829	100	221
gnl|WGS:JAKSZP|L0F63_001513-T1_mrna	L0F63_001513	14	10	37	110	14	19
gnl|WGS:JAKSZP|L0F63_001533-T1_mrna	L0F63_001533	2728	1	1074	12	2669	3302
unassigned_transcript_1553	L0F63_001534	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001549-T1_mrna	L0F63_001549	228	643	95	707	214	205
gnl|WGS:JAKSZP|L0F63_001550-T1_mrna	L0F63_001550	622	2201	198	2555	334	483
gnl|WGS:JAKSZP|L0F63_001592-T1_mrna	L0F63_001592	992	2316	102	2547	330	504
gnl|WGS:JAKSZP|L0F63_001626-T1_mrna	L0F63_001626	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001652-T1_mrna	L0F63_001652	44174	54277	15815	127811	36593	37346
unassigned_transcript_1554	L0F63_001691	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001703-T1_mrna	L0F63_001703	1205	2212	374	2344	464	1085
gnl|WGS:JAKSZP|L0F63_001755-T1_mrna	L0F63_001755	1174	1930	220	2094	686	930
gnl|WGS:JAKSZP|L0F63_001789-T1_mrna	L0F63_001789	4713.023	3485.129	1902.941	5971.649	1779.328	4180.756
gnl|WGS:JAKSZP|L0F63_001790-T1_mrna	L0F63_001790	101	53	17	110	34	78
gnl|WGS:JAKSZP|L0F63_001791-T1_mrna	L0F63_001791	3494.977	4218.871	645.059	6922.351	1771.672	3000.244
gnl|WGS:JAKSZP|L0F63_001803-T1_mrna	L0F63_001803	925	7	833	16	555	1248
gnl|WGS:JAKSZP|L0F63_001840-T1_mrna	L0F63_001840	0	0	0	0	0	0
unassigned_transcript_1555	L0F63_001850	0	0	0	0	0	0
unassigned_transcript_1556	L0F63_001851	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001852-T1_mrna	L0F63_001852	9565	2638	6652	5575	11218	13304
gnl|WGS:JAKSZP|L0F63_001865-T1_mrna	L0F63_001865	48	44	0	498	2	0
gnl|WGS:JAKSZP|L0F63_001880-T1_mrna	L0F63_001880	384	437	133	605	246	389
gnl|WGS:JAKSZP|L0F63_001891-T1_mrna	L0F63_001891	0	0	0	0	0	0
unassigned_transcript_1557	L0F63_001892	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001906-T1_mrna	L0F63_001906	406	529	150	456	215	438
gnl|WGS:JAKSZP|L0F63_001921-T1_mrna	L0F63_001921	528	5207	65	3370	103	324
gnl|WGS:JAKSZP|L0F63_001947-T1_mrna	L0F63_001947	67	129	35	73	60	102
gnl|WGS:JAKSZP|L0F63_001948-T1_mrna	L0F63_001948	108	158	48	101	54	109
gnl|WGS:JAKSZP|L0F63_001949-T1_mrna	L0F63_001949	918	1272	262	1116	537	870
gnl|WGS:JAKSZP|L0F63_001980-T1_mrna	L0F63_001980	6113	5608	2306	5373	5084	6184
gnl|WGS:JAKSZP|L0F63_001992-T1_mrna	L0F63_001992	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_001993-T1_mrna	L0F63_001993	1196	1731	481	1603	673	1436
gnl|WGS:JAKSZP|L0F63_002004-T1_mrna	L0F63_002004	9004	23660	3188	43521	5998	8230
unassigned_transcript_1558	L0F63_002018	0	0	0	0	0	0
unassigned_transcript_1559	L0F63_002059	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002060-T1_mrna	L0F63_002060	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002085-T1_mrna	L0F63_002085	227	591	24	1002	48	59
gnl|WGS:JAKSZP|L0F63_002098-T1_mrna	L0F63_002098	30	372	14	299	43	172
gnl|WGS:JAKSZP|L0F63_002116-T1_mrna	L0F63_002116	784	943	223	602	362	943
unassigned_transcript_1560	L0F63_002140	0	0	0	0	0	0
gnl|WGS:JAKSZP|L0F63_002152-T1_mrna	L0F63_002152	82	29	25	29	18	23
gnl|WGS:JAKSZP|L0F63_002198-T1_mrna	L0F63_002198	289	209	145	279	261	339
